customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,EstimatedAnnualRevenue,TenureGroup,ChargeLevel,CustomerValue
0186-CAERR,MALE,0,NO,NO,71,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),116.3,8309.55,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1395.6,LOYAL,HIGH,HIGH VALUE
0187-QSXOE,MALE,1,YES,NO,7,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,89,605.45,NO,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,1068,NEW CUSTOMER,HIGH,STANDARD
0187-WZNAB,FEMALE,0,YES,YES,27,MONTH-TO-MONTH,NO,MAILED CHECK,74.4,1972.35,NO,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,892.8,ESTABLISHED,MEDIUM,STANDARD
0188-GWFLE,MALE,0,NO,NO,2,MONTH-TO-MONTH,NO,MAILED CHECK,20.05,33.7,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,240.6,NEW CUSTOMER,LOW,STANDARD
0191-EQUUH,FEMALE,0,NO,YES,25,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),35.05,844.45,NO,NO,NO PHONE SERVICE,DSL,YES,NO,NO,YES,NO,NO,420.6,ESTABLISHED,LOW,STANDARD
0191-ZHSKZ,MALE,1,NO,NO,30,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.75,2111.3,NO,YES,NO,DSL,YES,YES,NO,NO,YES,YES,897,ESTABLISHED,MEDIUM,STANDARD
0193-ESZXP,FEMALE,1,YES,NO,58,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),105.5,6205.5,YES,YES,NO,FIBER OPTIC,YES,YES,NO,YES,YES,YES,1266,LOYAL,HIGH,HIGH VALUE
0195-IESCP,MALE,0,YES,NO,10,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,85.25,855.3,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,YES,1023,NEW CUSTOMER,HIGH,STANDARD
0196-JTUQI,FEMALE,0,NO,NO,9,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),75.2,633.85,NO,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,902.4,NEW CUSTOMER,MEDIUM,STANDARD
0196-VULGZ,FEMALE,1,YES,NO,6,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,84.35,474.9,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,YES,1012.2,NEW CUSTOMER,HIGH,STANDARD
0197-PNKNK,FEMALE,0,YES,YES,69,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),84.45,5848.6,NO,YES,YES,FIBER OPTIC,YES,NO,YES,NO,NO,NO,1013.4,LOYAL,HIGH,HIGH VALUE
0201-MIBOL,FEMALE,1,NO,NO,66,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),102.4,6471.85,NO,YES,YES,FIBER OPTIC,YES,NO,NO,NO,YES,YES,1228.8,LOYAL,HIGH,HIGH VALUE
0201-OAMXR,FEMALE,0,NO,NO,70,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),115.55,8127.6,YES,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1386.6,LOYAL,HIGH,HIGH VALUE
0203-HHYIJ,MALE,0,NO,NO,25,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),25.3,676.35,YES,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,303.6,ESTABLISHED,LOW,STANDARD
0206-OYVOC,FEMALE,0,YES,YES,46,TWO YEAR,YES,MAILED CHECK,19.25,864.2,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,231,ESTABLISHED,LOW,STANDARD
0206-TBWLC,FEMALE,0,YES,NO,54,ONE YEAR,YES,MAILED CHECK,114.65,6049.5,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1375.8,LOYAL,HIGH,HIGH VALUE
0207-MDKNV,FEMALE,0,NO,NO,15,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,105.1,1582.75,YES,YES,NO,FIBER OPTIC,YES,NO,YES,YES,YES,YES,1261.2,DEVELOPING,HIGH,STANDARD
0208-BPQEJ,FEMALE,0,YES,YES,12,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),19.4,198.1,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,232.8,NEW CUSTOMER,LOW,STANDARD
0212-ISBBF,FEMALE,0,NO,NO,22,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,50.35,1098.85,NO,NO,NO PHONE SERVICE,DSL,NO,YES,NO,NO,YES,YES,604.2,DEVELOPING,MEDIUM,STANDARD
0214-JHPFW,FEMALE,0,YES,NO,70,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),57.8,4039.3,NO,NO,NO PHONE SERVICE,DSL,NO,YES,YES,YES,YES,YES,693.6,LOYAL,MEDIUM,STANDARD
0215-BQKGS,MALE,0,NO,NO,30,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),84.3,2438.6,NO,YES,NO,FIBER OPTIC,YES,YES,YES,NO,NO,NO,1011.6,ESTABLISHED,HIGH,HIGH VALUE
0218-QNVAS,MALE,0,YES,YES,71,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),100.55,7113.75,NO,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,1206.6,LOYAL,HIGH,HIGH VALUE
0219-QAERP,MALE,0,YES,NO,30,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),19.8,576.65,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,237.6,ESTABLISHED,LOW,STANDARD
0219-YTZUE,MALE,0,YES,YES,4,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),84.8,371.9,YES,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,NO,1017.6,NEW CUSTOMER,HIGH,STANDARD
0220-EBGCE,MALE,0,NO,NO,2,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,85.85,167.3,YES,YES,NO,FIBER OPTIC,NO,NO,YES,NO,NO,YES,1030.2,NEW CUSTOMER,HIGH,STANDARD
0221-NAUXK,MALE,0,NO,YES,10,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),19.95,219.5,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,239.4,NEW CUSTOMER,LOW,STANDARD
0221-WMXNQ,MALE,1,NO,NO,4,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,75.35,273.4,NO,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,904.2,NEW CUSTOMER,MEDIUM,STANDARD
0222-CNVPT,MALE,1,NO,NO,52,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),48.8,2555.05,NO,NO,NO PHONE SERVICE,DSL,YES,NO,NO,NO,YES,YES,585.6,LOYAL,MEDIUM,STANDARD
0224-HJAPT,MALE,0,NO,NO,5,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,47.15,223.15,YES,YES,YES,DSL,NO,NO,NO,NO,NO,NO,565.8,NEW CUSTOMER,MEDIUM,STANDARD
0224-NIJLP,MALE,0,YES,YES,8,TWO YEAR,NO,MAILED CHECK,20.15,165.5,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,241.8,NEW CUSTOMER,LOW,STANDARD
0224-RLWWD,FEMALE,1,NO,NO,2,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,44.3,89.3,NO,YES,NO,DSL,NO,NO,NO,NO,NO,NO,531.6,NEW CUSTOMER,MEDIUM,STANDARD
0225-ZORZP,MALE,0,NO,NO,3,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,84.3,235.05,NO,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,YES,1011.6,NEW CUSTOMER,HIGH,STANDARD
0228-MAUWC,MALE,0,NO,NO,19,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,59.55,1144.6,NO,YES,YES,DSL,NO,NO,YES,YES,NO,NO,714.6,DEVELOPING,MEDIUM,STANDARD
0229-LFJAF,MALE,0,NO,NO,72,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),69.65,4908.25,NO,YES,YES,DSL,YES,YES,YES,YES,NO,NO,835.8,LOYAL,MEDIUM,STANDARD
0230-UBYPQ,MALE,1,YES,NO,63,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),36.1,2298.9,NO,NO,NO PHONE SERVICE,DSL,YES,NO,NO,YES,NO,NO,433.2,LOYAL,LOW,STANDARD
0230-WEQUW,MALE,0,YES,NO,66,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),56.6,3789.2,NO,NO,NO PHONE SERVICE,DSL,YES,YES,YES,YES,YES,NO,679.2,LOYAL,MEDIUM,STANDARD
0231-LXVAP,MALE,0,NO,NO,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,75.9,75.9,YES,YES,NO,FIBER OPTIC,NO,NO,NO,YES,NO,NO,910.8,NEW CUSTOMER,MEDIUM,STANDARD
0233-FTHAV,FEMALE,0,NO,NO,60,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),79.2,4765,NO,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,NO,950.4,LOYAL,MEDIUM,STANDARD
0234-TEVTT,FEMALE,0,YES,YES,48,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),45,2196.3,NO,NO,NO PHONE SERVICE,DSL,YES,NO,YES,NO,NO,YES,540,ESTABLISHED,MEDIUM,STANDARD
0235-KGSLC,FEMALE,0,NO,NO,1,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),85.55,85.55,YES,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,NO,1026.6,NEW CUSTOMER,HIGH,STANDARD
0236-HFWSV,MALE,0,NO,NO,15,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,93.35,1444.65,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,1120.2,DEVELOPING,HIGH,STANDARD
0237-YFUTL,FEMALE,0,YES,NO,50,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),109.65,5405.8,NO,YES,YES,FIBER OPTIC,YES,YES,NO,YES,YES,YES,1315.8,LOYAL,HIGH,HIGH VALUE
0238-WHBIQ,MALE,0,YES,YES,72,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),89.7,6339.3,NO,YES,YES,DSL,YES,YES,YES,YES,YES,YES,1076.4,LOYAL,HIGH,HIGH VALUE
0239-OXEXL,FEMALE,0,NO,NO,46,MONTH-TO-MONTH,NO,MAILED CHECK,84.25,3847.6,NO,YES,YES,FIBER OPTIC,YES,YES,NO,NO,NO,NO,1011,ESTABLISHED,HIGH,HIGH VALUE
0244-LGNFY,FEMALE,0,YES,YES,72,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),92.65,6733,NO,YES,YES,DSL,YES,YES,YES,YES,YES,YES,1111.8,LOYAL,HIGH,HIGH VALUE
0247-SLUJI,MALE,0,YES,YES,1,MONTH-TO-MONTH,NO,MAILED CHECK,19.7,19.7,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,236.4,NEW CUSTOMER,LOW,STANDARD
0248-IPDFW,FEMALE,0,NO,NO,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,50.1,50.1,NO,YES,YES,DSL,NO,NO,NO,NO,NO,NO,601.2,NEW CUSTOMER,MEDIUM,STANDARD
0248-PGHBZ,FEMALE,1,NO,NO,67,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),92.45,6140.85,NO,YES,NO,FIBER OPTIC,YES,YES,NO,YES,YES,NO,1109.4,LOYAL,HIGH,HIGH VALUE
0253-ZTEOB,FEMALE,0,YES,YES,48,TWO YEAR,NO,ELECTRONIC CHECK,79.65,3870.3,NO,YES,YES,DSL,NO,YES,NO,YES,YES,YES,955.8,ESTABLISHED,MEDIUM,STANDARD
0254-FNMCI,FEMALE,0,NO,NO,72,TWO YEAR,YES,ELECTRONIC CHECK,109.9,7624.2,NO,YES,NO,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1318.8,LOYAL,HIGH,HIGH VALUE
0254-KCJGT,MALE,0,YES,NO,52,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),81.4,4354.45,NO,YES,YES,DSL,YES,YES,YES,YES,NO,YES,976.8,LOYAL,HIGH,HIGH VALUE
0254-WWRKD,FEMALE,0,YES,YES,67,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),50.55,3431.75,NO,YES,NO,DSL,NO,YES,NO,NO,NO,NO,606.6,LOYAL,MEDIUM,STANDARD
0256-LTHVJ,FEMALE,0,YES,YES,28,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,81.05,2227.1,YES,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,972.6,ESTABLISHED,HIGH,HIGH VALUE
0257-KXZGU,FEMALE,0,YES,YES,32,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),62.45,2045.55,NO,YES,YES,DSL,NO,YES,YES,NO,NO,NO,749.4,ESTABLISHED,MEDIUM,STANDARD
0257-ZESQC,FEMALE,1,YES,NO,27,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),75.2,1929.35,YES,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,902.4,ESTABLISHED,MEDIUM,STANDARD
0258-NOKBL,MALE,0,NO,NO,3,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,90.4,268.45,NO,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,YES,1084.8,NEW CUSTOMER,HIGH,STANDARD
0259-GBZSH,MALE,0,NO,NO,2,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,85.65,181.5,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,NO,1027.8,NEW CUSTOMER,HIGH,STANDARD
0260-ZDLGK,FEMALE,0,NO,YES,9,MONTH-TO-MONTH,YES,MAILED CHECK,72.9,651.4,YES,YES,NO,DSL,NO,NO,YES,YES,YES,YES,874.8,NEW CUSTOMER,MEDIUM,STANDARD
0263-FJTQO,MALE,0,YES,YES,50,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),70.5,3486.65,NO,YES,YES,DSL,YES,NO,NO,YES,YES,NO,846,LOYAL,MEDIUM,STANDARD
0264-CNITK,FEMALE,0,YES,YES,71,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),20.1,1389.6,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,241.2,LOYAL,LOW,STANDARD
0265-EDXBD,MALE,1,YES,NO,32,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.9,2303.35,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,898.8,ESTABLISHED,MEDIUM,STANDARD
0265-PSUAE,FEMALE,0,YES,YES,16,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),100.7,1522.7,NO,YES,NO,FIBER OPTIC,YES,NO,YES,NO,YES,YES,1208.4,DEVELOPING,HIGH,STANDARD
0266-CLZKZ,FEMALE,0,YES,YES,67,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),105.65,6717.9,NO,YES,YES,FIBER OPTIC,NO,NO,YES,YES,YES,YES,1267.8,LOYAL,HIGH,HIGH VALUE
0266-GMEAO,MALE,0,YES,YES,72,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),114.3,8058.55,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1371.6,LOYAL,HIGH,HIGH VALUE
0268-QKIWO,FEMALE,0,NO,NO,3,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,19.75,58.85,YES,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,237,NEW CUSTOMER,LOW,STANDARD
0269-XFESX,MALE,0,YES,YES,23,ONE YEAR,NO,MAILED CHECK,24.35,538.5,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,292.2,DEVELOPING,LOW,STANDARD
0270-THENM,MALE,0,YES,YES,72,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),69.85,5102.35,NO,YES,YES,DSL,YES,YES,YES,YES,NO,NO,838.2,LOYAL,MEDIUM,STANDARD
0274-JKUJR,MALE,0,YES,YES,7,MONTH-TO-MONTH,NO,MAILED CHECK,58.85,465.7,NO,NO,NO PHONE SERVICE,DSL,YES,YES,YES,NO,YES,YES,706.2,NEW CUSTOMER,MEDIUM,STANDARD
0277-BKSQP,MALE,0,YES,YES,8,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,54.4,475.1,NO,YES,NO,DSL,NO,NO,NO,NO,YES,NO,652.8,NEW CUSTOMER,MEDIUM,STANDARD
0277-ORXQS,MALE,0,YES,YES,66,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),50.55,3364.55,NO,NO,NO PHONE SERVICE,DSL,NO,NO,NO,YES,YES,YES,606.6,LOYAL,MEDIUM,STANDARD
0278-YXOOG,MALE,0,NO,NO,5,MONTH-TO-MONTH,NO,MAILED CHECK,21.05,113.85,YES,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,252.6,NEW CUSTOMER,LOW,STANDARD
0280-XJGEX,MALE,0,NO,NO,49,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),103.7,5036.3,YES,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,1244.4,LOYAL,HIGH,HIGH VALUE
0281-CNTZX,MALE,0,YES,NO,63,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),19.95,1234.8,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,239.4,LOYAL,LOW,STANDARD
0282-NVSJS,FEMALE,1,YES,YES,12,MONTH-TO-MONTH,YES,MAILED CHECK,29.3,355.9,NO,NO,NO PHONE SERVICE,DSL,NO,NO,NO,YES,NO,NO,351.6,NEW CUSTOMER,LOW,STANDARD
0285-INHLN,MALE,0,YES,YES,27,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),54.75,1510.3,NO,YES,NO,DSL,YES,YES,NO,NO,NO,NO,657,ESTABLISHED,MEDIUM,STANDARD
0289-IVARM,FEMALE,0,NO,NO,35,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,60.55,1982.6,NO,YES,NO,DSL,YES,YES,YES,NO,NO,NO,726.6,ESTABLISHED,MEDIUM,STANDARD
0292-WEGCH,FEMALE,0,YES,YES,54,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,86.2,4524.05,NO,YES,YES,DSL,NO,YES,YES,YES,YES,YES,1034.4,LOYAL,HIGH,HIGH VALUE
0295-PPHDO,MALE,0,NO,NO,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,95.45,95.45,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,1145.4,NEW CUSTOMER,HIGH,STANDARD
0295-QVKPB,MALE,0,NO,NO,5,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),63.95,318.1,NO,YES,NO,DSL,NO,NO,YES,YES,YES,NO,767.4,NEW CUSTOMER,MEDIUM,STANDARD
0297-RBCSG,MALE,0,NO,NO,19,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),65.35,1231.85,NO,YES,NO,DSL,NO,YES,NO,YES,NO,YES,784.2,DEVELOPING,MEDIUM,STANDARD
0298-XACET,MALE,0,YES,YES,52,TWO YEAR,NO,MAILED CHECK,50.2,2554,NO,NO,NO PHONE SERVICE,DSL,NO,YES,YES,YES,YES,NO,602.4,LOYAL,MEDIUM,STANDARD
0301-FIDRB,FEMALE,0,YES,YES,72,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),63.8,4684.3,NO,NO,NO PHONE SERVICE,DSL,YES,YES,YES,YES,YES,YES,765.6,LOYAL,MEDIUM,STANDARD
0301-KOBTQ,MALE,0,NO,NO,32,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),20.05,614.45,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,240.6,ESTABLISHED,LOW,STANDARD
0302-JOIVN,FEMALE,0,YES,NO,8,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,101.15,842.9,YES,YES,NO,FIBER OPTIC,NO,YES,YES,NO,YES,YES,1213.8,NEW CUSTOMER,HIGH,STANDARD
0303-UNCIP,MALE,0,NO,NO,41,ONE YEAR,NO,MAILED CHECK,65,2531.8,NO,YES,YES,DSL,NO,NO,YES,NO,NO,YES,780,ESTABLISHED,MEDIUM,STANDARD
0303-WMMRN,MALE,0,NO,NO,5,MONTH-TO-MONTH,YES,MAILED CHECK,19.25,86.05,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,231,NEW CUSTOMER,LOW,STANDARD
0305-SQECB,FEMALE,0,NO,YES,11,ONE YEAR,YES,MAILED CHECK,36.05,402.6,NO,NO,NO PHONE SERVICE,DSL,YES,NO,NO,YES,NO,NO,432.6,NEW CUSTOMER,LOW,STANDARD
0306-JAELE,MALE,0,NO,NO,5,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,96.1,453.4,YES,YES,NO,FIBER OPTIC,NO,NO,NO,YES,YES,YES,1153.2,NEW CUSTOMER,HIGH,STANDARD
0307-BCOPK,FEMALE,0,NO,NO,16,ONE YEAR,NO,MAILED CHECK,19.05,326.65,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,228.6,DEVELOPING,LOW,STANDARD
0308-GIQJT,MALE,1,NO,NO,71,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),105.75,7382.85,NO,YES,YES,FIBER OPTIC,NO,YES,NO,YES,YES,YES,1269,LOYAL,HIGH,HIGH VALUE
0308-IVGOK,FEMALE,0,NO,NO,11,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),40.4,422.6,NO,NO,NO PHONE SERVICE,DSL,NO,YES,YES,YES,NO,NO,484.8,NEW CUSTOMER,MEDIUM,STANDARD
0310-MVLET,FEMALE,0,YES,YES,61,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,99.15,6010.05,YES,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,1189.8,LOYAL,HIGH,HIGH VALUE
0310-SUCIN,FEMALE,0,YES,NO,71,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),84.8,6046.1,NO,YES,NO,DSL,YES,YES,YES,YES,YES,YES,1017.6,LOYAL,HIGH,HIGH VALUE
0310-VQXAM,MALE,0,NO,NO,9,MONTH-TO-MONTH,NO,MAILED CHECK,19.85,178.8,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,238.2,NEW CUSTOMER,LOW,STANDARD
0311-QYWSS,FEMALE,0,NO,NO,6,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,49.45,314.6,NO,YES,NO,DSL,YES,NO,NO,NO,NO,NO,593.4,NEW CUSTOMER,MEDIUM,STANDARD
0311-UNPFF,FEMALE,0,NO,NO,26,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),88.8,2274.35,YES,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,1065.6,ESTABLISHED,HIGH,HIGH VALUE
0314-TKOSI,FEMALE,0,NO,NO,6,MONTH-TO-MONTH,NO,MAILED CHECK,55.15,322.9,NO,YES,NO,DSL,YES,YES,NO,NO,NO,NO,661.8,NEW CUSTOMER,MEDIUM,STANDARD
0315-LVCRK,MALE,0,NO,NO,11,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,84.8,888.75,NO,YES,NO,FIBER OPTIC,NO,NO,YES,NO,NO,YES,1017.6,NEW CUSTOMER,HIGH,STANDARD
0318-QUUOB,MALE,0,YES,NO,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,80.55,80.55,YES,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,966.6,NEW CUSTOMER,HIGH,STANDARD
0318-ZOPWS,FEMALE,0,YES,NO,49,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),20.15,973.35,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,241.8,LOYAL,LOW,STANDARD
0319-QZTCO,FEMALE,0,YES,YES,3,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),58.7,168.6,NO,YES,NO,DSL,NO,YES,NO,NO,YES,NO,704.4,NEW CUSTOMER,MEDIUM,STANDARD
0320-DWVTU,FEMALE,0,NO,NO,53,TWO YEAR,NO,MAILED CHECK,99.5,5424.25,NO,YES,NO,FIBER OPTIC,YES,YES,YES,YES,NO,YES,1194,LOYAL,HIGH,HIGH VALUE
0320-JDNQG,MALE,0,YES,YES,23,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,99.85,2331.3,YES,YES,NO,FIBER OPTIC,YES,NO,NO,YES,YES,YES,1198.2,DEVELOPING,HIGH,STANDARD
0322-CHQRU,MALE,0,NO,NO,2,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,45.35,89.5,YES,YES,NO,DSL,NO,NO,NO,NO,NO,NO,544.2,NEW CUSTOMER,MEDIUM,STANDARD
0322-YINQP,MALE,0,NO,NO,1,MONTH-TO-MONTH,YES,MAILED CHECK,48.55,48.55,YES,YES,NO,DSL,YES,NO,NO,NO,NO,NO,582.6,NEW CUSTOMER,MEDIUM,STANDARD
